Date,Check,Amount,Purchase,Category,FOIA No,Link,Requested Date,First Response,Received Date,Muckrock Link
12/2/2015,18374,110729.84,enterprise,routine,No data,18374.pdf,5/13/16,No data,No data,Personal e-mail
12/1/2015,18382,68159.5,pen-link pen registers,surveillance,No data,18382.pdf,5/13/16,No data,No data,Personal e-mail
12/4/2015,18383,15349.99,verizon wireless,routine,No data,18383.pdf,5/13/16,No data,No data,Personal e-mail
12/4/2015,18384,131783.84,meridian it,????,No data,18384.pdf,5/13/16,No data,No data,Personal e-mail
12/8/2015,18388,20683.23,phones,routine,P047442,18388.pdf,No data,No data,No data,No data
12/10/2015,18389,5355.0,lexis nexis,routine,P047442,18389.pdf,No data,No data,No data,No data
12/10/2015,18393,35192.64,dell computers,routine,P047442,18393.pdf,No data,No data,No data,No data
12/10/2015,18394,35192.64,dell computers,routine,P047442,18394.pdf,No data,No data,No data,No data
12/10/2015,18395,11250.0,dell computers,routine,P047442,18395.pdf,No data,No data,No data,No data
12/10/2015,18396,11567.7,dell computers,routine,P047442,18396.pdf,No data,No data,No data,No data
12/21/2015,18403,8500.0,lexis nexis,routine,P047442,18403.pdf,No data,No data,No data,No data
12/21/2015,18406,9894.0,motorola apex 6000 portable radios,routine,P047442,18406.pdf,No data,No data,No data,No data
12/30/2015,18422,12978.45,auto repair,routine,P047442,18422.pdf,No data,No data,No data,No data
12/30/2015,18424,15459.07,verizon wireless,routine,P047442,18424.pdf,No data,No data,No data,No data
3/1/2016,18510,600.0,membership renewal 12 officers,routine,No data,no backup yet,No data,No data,No data,No data
3/1/2016,18511,948.91,cat 5e cable,routine,No data,"""",No data,No data,No data,No data
3/1/2016,18513,400.0,real estate database,routine,No data,"""",No data,No data,No data,No data
3/1/2016,18514,932.11,pen,surveillance,No data,No data,No data,No data,No data,No data
3/1/2016,18515,94.34,at&t,routine,No data,No data,No data,No data,No data,No data
3/3/2016,18517,374.66,x2 server rack power strips,routine,No data,No data,No data,No data,No data,No data
3/9/2016,18518,34176.0,48 computers and monitors,routine,No data,No data,No data,No data,No data,No data
3/9/2016,18519,256.93,trunking line,routine,No data,No data,No data,No data,No data,No data
3/9/2016,18520,645.57,t1 data line,routine,No data,No data,No data,No data,No data,No data
3/9/2016,18521,942.11,pen reg,surveillance,No data,No data,No data,No data,No data,No data
3/9/2016,18522,115571.09,enterprise,routine,No data,No data,No data,No data,No data,No data
3/11/2016,18525,3445.2,clear,routine,No data,No data,No data,No data,No data,No data
3/11/2016,18526,478.4,hotline services,routine,No data,No data,No data,No data,No data,No data
3/11/2016,18527,1414.0,x14 license plate renewal stickers,routine,No data,No data,No data,No data,No data,No data
3/11/2016,18528,18892.43,at&t mobility,routine,No data,No data,No data,No data,No data,No data
3/11/2016,18529,714.55,comcast,routine,No data,No data,No data,No data,No data,No data
3/11/2016,18530,236.19,comcast,routine,No data,No data,No data,No data,No data,No data
3/15/2016,18533,35.42,reimbursement for city sticker,routine,No data,No data,No data,No data,No data,No data
3/15/2016,18534,3142.65,x100 cocaine test kits and swaps,routine,No data,No data,No data,No data,No data,No data
3/15/2016,18535,1800.0,x2 video forensic enhancement software,routine,No data,No data,No data,No data,No data,No data
3/15/2016,18536,33.17,gas credit card charges,routine,No data,No data,No data,No data,No data,No data
3/15/2016,18537,4039.2,x40 lemart kits,routine,No data,No data,No data,No data,No data,No data
3/22/2016,18538,7215.0,x37 hours filemaker consulting,routine,No data,No data,No data,No data,No data,No data
3/22/2016,18543,372.0,"lodging, ideoa conference",routine,No data,No data,No data,No data,No data,No data
3/22/2016,18544,372.0,"lodging, ideoa conference",routine,No data,No data,No data,No data,No data,No data
3/22/2016,18545,372.0,"lodging, ideoa conference",routine,No data,No data,No data,No data,No data,No data
3/22/2016,18546,372.0,"lodging, ideoa conference",routine,No data,No data,No data,No data,No data,No data
3/22/2016,18547,372.0,"lodging, ideoa conference",routine,No data,No data,No data,No data,No data,No data
3/22/2016,18548,372.0,"lodging, ideoa conference",routine,No data,No data,No data,No data,No data,No data
3/22/2016,18549,372.0,"lodging, ideoa conference",routine,No data,No data,No data,No data,No data,No data
3/22/2016,18550,372.0,"lodging, ideoa conference",routine,No data,No data,No data,No data,No data,No data
3/22/2016,18551,372.0,"lodging, ideoa conference",routine,No data,No data,No data,No data,No data,No data
3/22/2016,18552,372.0,"lodging, ideoa conference",routine,No data,No data,No data,No data,No data,No data
3/22/2016,18553,372.0,"lodging, ideoa conference",routine,No data,No data,No data,No data,No data,No data
3/22/2016,18554,372.0,"lodging, ideoa conference",routine,No data,No data,No data,No data,No data,No data
3/22/2016,18555,372.0,"lodging, ideoa conference",routine,No data,No data,No data,No data,No data,No data
3/22/2016,18556,372.0,"lodging, ideoa conference",routine,No data,No data,No data,No data,No data,No data
3/22/2016,18557,372.0,"lodging, ideoa conference",routine,No data,No data,No data,No data,No data,No data
3/22/2016,18558,372.0,"lodging, ideoa conference",routine,No data,No data,No data,No data,No data,No data
3/22/2016,18559,372.0,"lodging, ideoa conference",routine,No data,No data,No data,No data,No data,No data
3/22/2016,18560,372.0,"lodging, ideoa conference",routine,No data,No data,No data,No data,No data,No data
3/22/2016,18561,372.0,"lodging, ideoa conference",routine,No data,No data,No data,No data,No data,No data
3/22/2016,18562,372.0,"lodging, ideoa conference",routine,No data,No data,No data,No data,No data,No data
3/22/2016,18563,372.0,"lodging, ideoa conference",routine,No data,No data,No data,No data,No data,No data
3/22/2016,18564,372.0,"lodging, ideoa conference",routine,No data,No data,No data,No data,No data,No data
3/25/2016,18565,101639.05,x60 tasers,routine,No data,No data,No data,No data,No data,No data
3/25/2016,18566,4676.25,lexis nexis,routine,No data,No data,No data,No data,No data,No data
3/25/2016,18567,8500.0,lexis nexis,routine,No data,No data,No data,No data,No data,No data
3/25/2016,18568,45.0,pen reg,surveillance,No data,No data,No data,No data,No data,No data
3/25/2016,18569,372.11,pen reg,surveillance,No data,No data,No data,No data,No data,No data
3/25/2016,18570,914.45,vehicle repairs,routine,No data,No data,No data,No data,No data,No data
3/25/2016,18571,10660.0,conference registration cost,routine,No data,No data,No data,No data,No data,No data
3/25/2016,18572,94.33,at&t,routine,No data,No data,No data,No data,No data,No data
3/25/2016,18573,291.94,t1 data line,routine,No data,No data,No data,No data,No data,No data
3/28/2016,18574,936.0,"lodging, fbi training",routine,No data,No data,No data,No data,No data,No data
3/28/2016,18575,936.0,"lodging, fbi training",routine,No data,No data,No data,No data,No data,No data
